id|name|latitude|longitude|city|postcode|country|cuisine|location_id|price_indicator|rating|website|vendor_id|tags
6924|Goizeko Wellington|40.422314|-3.754256|Madrid|28001|Spain|Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish|9cbbdced-21fa-4322-a91b-277d6642ed08||0|http://www.goizekowellington.es|134534|Child-friendly,Disabled access,Large tables a la carte,Private dining rooms available,Romantic,Traditional,With a view
6925|Bodega de los secretos|40.410680|-3.764814|Madrid|28014|Spain|Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.bodegadelossecretos.com|134536|Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic
6926|Le Jardin Marrakech|31.632074|-7.988806|Marrakech|40000|Morocco|Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan|c4d958df-2af0-4a90-a135-46b38f342c28|4|70|https://lejardinmarrakech.com/|134537|Restaurant,Vegan,Al fresco area available,Bottomless brunch,Brunch,Budget,Child-friendly,Disabled access,Good for vegetarians,Private dining rooms available,Romantic,Traditional,With a view,Ticketed restaurant
6927|La Biblioteca|40.431106|-3.763413|Madrid|28010|Spain|Spanish,Spanish,Spanish,Spanish|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.marriott.com/hotels/hotel-information/restaurant/madma-santo-mauro-autograph-collection/|134538|Bottomless brunch,Brunch,Child-friendly,Good for vegetarians
6928|La Zucca|45.440833|12.326350|Venice|30135|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.lazucca.it/en|134539|
6929|Birraria La Corte|45.438046|12.327665|Venice|30100|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.birrarialacorte.it/|134540|
6931|Azar|31.634256|-8.013810|Marrakech|40000|Morocco|Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan|c4d958df-2af0-4a90-a135-46b38f342c28|4|70|http://www.azarmarrakech.com/|134544|Restaurant,Vegan,Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Halal,Live music,Private dining rooms available,Romantic,Ticketed restaurant
6932|Viridiana|40.417239|-3.759619|Madrid|28014|Spain|Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.restauranteviridiana.com|134545|Bottomless brunch,Brunch,Child-friendly,Good for vegetarians,Large tables a la carte,Romantic,Traditional
6933|Le Saadi|31.622289|-8.004160|Marrakech||Morocco|French,French,French,French,French,French,French,French,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan|c4d958df-2af0-4a90-a135-46b38f342c28|4|70|https://www.essaadi.com/restaurants-marrakech/restaurants-hotel/saadi|134546|Restaurant,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Romantic,With a view,Ticketed restaurant,Restaurant,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Romantic,With a view,Ticketed restaurant
6934|La Cour des Lions|31.620451|-8.005557|Marrakech|40000|Morocco|Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan|c4d958df-2af0-4a90-a135-46b38f342c28|4|70|https://www.essaadi.com/en/restaurants-marrakech/palace-restaurants/cour-lions|134547|Restaurant,Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Romantic,Traditional,Ticketed restaurant
6935|Bistronomika|40.412714|-3.766107|Madrid|28014|Spain|Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://bistronomika.es/|134548|Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Traditional,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Traditional,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Traditional
6936|The Red House Restaurant|31.625524|-8.001619|Marrakech||Morocco|Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan,Moroccan|c4d958df-2af0-4a90-a135-46b38f342c28|4|70|http://www.theredhousemarrakech.com/|134549|Restaurant,Vegan,Child-friendly,Disabled access,Good for vegetarians,Halal,Live music,Romantic,Traditional,Ticketed restaurant
6937|I figli delle stelle|45.426115|12.334749|Venice|30142|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.ifiglidellestelle.it/|134551|
6938|Riva Rosa|45.486212|12.413773|Venice|30142|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|https://www.rivarosa.it/|134552|
6939|Caffe Florian|45.433609|12.336034|Venice|30124|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.caffeflorian.com/en/|134553|
6940|Osteria da Pampo|45.427412|12.358690|Venice|30132|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.osteriadapampo.it/|134554|
6941|Pum Pum Cafe|40.408050|-3.772013|Madrid|28012|Spain|European,European,European,European,European,European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|https://www.pumpumcafe.com/|134555|Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte
6942|Gusto by Heinz Beck|37.063386|-8.029008|Albufeira|8135-024|Portugal|Mediterranean|f196262b-8c66-4f1a-a043-514e3250e353||65|http://conradhotels3.hilton.com/en/hotels/portugal/conrad-algarve-FAOAPCI/amenities/restaurants-gust|134558|
6943|La Patatina|45.436814|12.326806|Venice|30125|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.lapatatina.it/|134559|
6944|Alle Corone|45.437078|12.335500|Venice|30122|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.hotelaireali.com/|134560|
6945|Ristorante Riviera|45.430699|12.319824|Venice|30123|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.ristoranteriviera.it/|134561|
6946|Ristorante Lineadombra|45.429452|12.332497|Venice|30123|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.ristorantelineadombra.com/|134562|
6947|The Ocean Restaurant|37.101756|-8.380280|Albufeira||Portugal|Fish/seafood|f196262b-8c66-4f1a-a043-514e3250e353||65|http://www.restauranteocean.com/#welcome|134563|
6948|Bon Bon Restaurant|37.116449|-8.480986|Albufeira|8400-525|Portugal|Local Cuisine|f196262b-8c66-4f1a-a043-514e3250e353||65|http://www.bonbon.pt/en/|134564|
6949|La Quincaillerie|50.823187|4.356186|Brussels|1050|Belgium|Fish/seafood|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.quincaillerie.be|134565|
6950|Belga Queen|50.850337|4.352576|Brussels|1000|Belgium|Local Cuisine|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.belgaqueen.be|134566|
6951|La Maison du Cygne|50.846346|4.350244|Brussels|1000|Belgium|Modern European|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.lamaisonducygne.be/|134567|
6952|Le Selecto|50.852718|4.343732|Brussels|1000|Belgium|Local Cuisine|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.leselecto.com/|134568|
6953|Colonel|50.833901|4.353266|Brussels|1060|Belgium|French|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.colonelbrussels.com|134570|
6954|Avra Madison Estiatorio|40.764310|-73.971729|New York|10022|United States|Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood|a3a2eab3-de54-4388-894e-364e26911c3b||65|http://avrany.com/madison/|134571|Vegan,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Traditional
6955|Toucan sur Mer|50.819860|4.356529|Brussels|1050|Belgium|Fish/seafood|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.toucanbrasserie.com/|134572|
6956|Le Fourneau de Bruxelles|50.850964|4.345569|Brussels|1000|Belgium|Spanish|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.lefourneaudebruxelles.com/|134573|
6957|Chumley's|40.732097|-74.005075|New York|10014|United States|North American,North American|a3a2eab3-de54-4388-894e-364e26911c3b||70|http://chumleysnewyork.com/|134575|Disabled access,Traditional
6958|4 Charles Prime Rib|40.735128|-74.000655|New York|10014|United States|Steak,Steak,Steak,Steak,Steak|a3a2eab3-de54-4388-894e-364e26911c3b||70|http://www.nycprimerib.com/|134576|Disabled access,Good for vegetarians,Large tables a la carte,Romantic,Traditional
6959|Augustine|40.711190|-74.006896|New York|10038|United States|French,French,French,French,French,French,French|a3a2eab3-de54-4388-894e-364e26911c3b||70|http://augustineny.com/|134577|Bottomless brunch,Brunch,Child-friendly,Disabled access,Large tables a la carte,Romantic,Traditional
6960|Atoboy|40.743663|-73.984545|New York|10016|United States|Korean,Korean,Korean,Korean,Korean|a3a2eab3-de54-4388-894e-364e26911c3b||65|http://atoboynyc.com/|134578|Vegan,Good for vegetarians,Large tables a la carte,Sharing plates,Traditional
6961|L'Artusi|40.733850|-74.005148|New York|10014|United States|Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian|a3a2eab3-de54-4388-894e-364e26911c3b||70|https://www.lartusi.com/|134579|Vegan,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Sharing plates,Traditional
6962|Restaurant Philippe Meyers|50.682320|4.367898|Brussels|1420|Belgium|French|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.philippe-meyers.be/|134594|
6963|Bozar Brasserie|50.843931|4.357650|Brussels|1000|Belgium|Modern European|243da6e3-5729-4ce3-a541-b69fa2dd5c00||65|http://www.bozarbrasserie.be/|134595|
6964|Moor Hall|53.541763|-2.889584|Lancaster|L39 6RT|United Kingdom|British,British,British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||65|https://moorhall.com/|134610|Vegan,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic
6965|Sidart Restaurant|-36.848218|174.741892|Auckland|1011|New Zealand|European,Modern European|ddd52726-f68f-460d-baf0-75d68b183581||65|https://www.sidart.co.nz/|134612|
6966|Depot|-36.849036|174.760276|Auckland|1010|New Zealand|Local Cuisine|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.eatatdepot.co.nz/|134613|
6967|Clooney|-36.849351|174.752467|Auckland|1010|New Zealand|Modern European|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.clooney.co.nz/|134614|
6968|etch. by Steven Edwards|50.828809|-0.178540|Brighton|BN3 2DJ|United Kingdom|British,British,British,British,British,British,European,European,European,European,European,European,French,French,French,French,French,French,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European|27d9b687-31e6-4c4f-892a-508c51c365a1||65|https://www.etchfood.co.uk/|134615|Celebrity chef,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Tasting menu only,Celebrity chef,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Tasting menu only,Celebrity chef,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Tasting menu only,Celebrity chef,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Tasting menu only
6969|Hostaria di Bacco Restaurant|40.620654|14.548375|Ravello - Amalfi Coast|84010|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.baccofurore.it/en/|134617|
6970|Black Barn Bistro|-39.678184|176.841042|Napier|4294|New Zealand|Local Cuisine|ddd52726-f68f-460d-baf0-75d68b183581||65|http://blackbarnbistro.com/|134618|
6971|Al Palazzo restaurant|40.629060|14.486838|Amalfi|84011|Italy|Mediterranean|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.palazzomurat.it/|134620|
6972|The French Cafe|-36.864478|174.758841|Auckland|1010|New Zealand|Modern European|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.thefrenchcafe.co.nz/|134621|
6974|Al Convento|40.647401|14.700668|Amalfi|84011|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.alconvento.net/|134624|
6975|Ortolana|-36.844315|174.766599|Auckland|1010|New Zealand|Modern European,Modern European,Modern European,Modern European|ddd52726-f68f-460d-baf0-75d68b183581|4|50|https://www.ortolana.co.nz/|134627|Vegan,Al fresco area available,Good for vegetarians,Modern/trendy
6976|Takapuna Beach Cafe|-36.784164|174.773180|Auckland|0622|New Zealand|Local Cuisine|ddd52726-f68f-460d-baf0-75d68b183581||65|https://www.takapunabeachcafe.co.nz/|134628|
6977|The Sugar Club|-36.848451|174.759952|Auckland|1010|New Zealand|Modern European|ddd52726-f68f-460d-baf0-75d68b183581||65|https://www.skycityauckland.co.nz/restaurants/the-sugar-club/|134629|
6978|Terroir Restaurant|-39.692719|176.920752|Auckland||New Zealand|Local Cuisine|ddd52726-f68f-460d-baf0-75d68b183581||65|https://www.craggyrange.com/visit/terroir-restaurant/|134630|
6979|Arte Nautica|37.101115|-8.357594|Albufeira|8365-114|Portugal|Fish/seafood|f196262b-8c66-4f1a-a043-514e3250e353||65|https://vilavitaparc.com/restaurants-bars/arte-nautica|134631|
6980|Boia|37.065689|-8.824105|Albufeira|8650-199|Portugal|Fish/seafood,Mediterranean|f196262b-8c66-4f1a-a043-514e3250e353||65|http://www.boiabar.com/en/home_en.html|134632|
6981|Sacha|40.460805|-3.757035|Madrid|28036|Spain|Spanish,Spanish,Spanish,Spanish,Spanish,Spanish|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70||134633|Al fresco area available,Child-friendly,Disabled access,Large tables a la carte,Romantic,Traditional
6982|Jardim das Oliveiras|37.313826|-8.565512|Albufeira|8550|Portugal|Local Cuisine|f196262b-8c66-4f1a-a043-514e3250e353||65|http://www.jardimdasoliveiras.com/|134634|
6983|Sao Gabriel|37.061962|-8.047051|Albufeira|8135-106|Portugal|Mediterranean|f196262b-8c66-4f1a-a043-514e3250e353||65|http://www.sao-gabriel.com/|134635|
6984|Restaurante L14|37.090095|-8.322090|Albufeira|8200-424|Portugal|Mediterranean|f196262b-8c66-4f1a-a043-514e3250e353||65|http://www.viladaslagoas.com/restaurantes-e-bares.html|134636|
6985|Poncelet Cheese Bar|40.438215|-3.762321|Madrid|28003|Spain|European,European,European,European,European,Modern European,Modern European,Modern European,Modern European,Modern European|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.ponceletcheesebar.es|134639|Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Romantic,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Romantic
6986|Odettes Eatery|-36.849708|174.756192|Auckland|1010|New Zealand|Modern European|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.odettes.co.nz/|134640|
6987|Ebisu|-36.844268|174.767667|Auckland|1010|New Zealand|Japanese,Japanese BBQ,Japanese Fusion|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.ebisu.co.nz/|134641|
6988|The Blue Breeze Inn|-36.855999|174.744324|Auckland|1011|New Zealand|Asian fusion|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.thebluebreezeinn.co.nz/|134642|
6989|La Carcara da Gigino|40.637741|14.593504|Amalfi|84011|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.lacarcara.it/|134645|
6990|MIMI|40.728367|-74.000629|New York|10012|United States|French|a3a2eab3-de54-4388-894e-364e26911c3b||70|http://miminyc.com/|134647|
6991|Aquagrill|40.725348|-74.003873|New York|10012|United States|Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood|a3a2eab3-de54-4388-894e-364e26911c3b||65|https://www.aquagrill.com/|134648|Al fresco area available,Bottomless brunch,Brunch,Disabled access,Large tables a la carte
6992|Cookshop|40.745523|-74.005679|New York|10011|United States|Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean|a3a2eab3-de54-4388-894e-364e26911c3b||65|http://cookshopny.com/|134649|Al fresco area available,Bottomless brunch,Brunch,Disabled access,Good for vegetarians,Large tables a la carte,Modern/trendy
6993|Toro|40.743228|-74.008344|New York|10011|United States|Spanish,Spanish,Spanish|a3a2eab3-de54-4388-894e-364e26911c3b||90|http://toro-nyc.com/|134650|Large tables a la carte,Private dining rooms available,Modern/trendy
6994|Agern|40.752739|-73.977245|New York|10017|United States|Nordic/Scandinavian,Nordic/Scandinavian|a3a2eab3-de54-4388-894e-364e26911c3b||90|http://agernrestaurant.com/|134651|Disabled access,Large tables a la carte
6996|L'Appart|40.712530|-74.017466|New York|10281|United States|French,French,French,French,French,French,French,French|a3a2eab3-de54-4388-894e-364e26911c3b|4|90|https://www.lappartnyc.com/|134653|Restaurant,Al fresco area available,Disabled access,Private dining rooms available,Romantic,Tasting menu only,With a view,Ticketed restaurant
6997|Riverpark|40.739508|-73.973732|New York|10016|United States|North American,North American,North American,North American,North American,North American|a3a2eab3-de54-4388-894e-364e26911c3b||90|https://www.riverparknyc.com/|134654|Al fresco area available,Bottomless brunch,Brunch,Disabled access,Large tables a la carte,Private dining rooms available
6998|Root & Bone|40.722675|-73.983283|New York|10009|United States|North American,North American,North American,North American,North American,North American|a3a2eab3-de54-4388-894e-364e26911c3b||70|http://www.rootnbone.com/|134655|Al fresco area available,Bottomless brunch,Brunch,Disabled access,Large tables a la carte,Modern/trendy
6999|'A Paranza|40.636990|14.608081|Amalfi|84010|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.ristoranteparanza.com/|134656|
7000|Il Teatro|40.635824|14.601658|Amalfi||Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65||134657|
7001|Lido Azzurro|40.633044|14.598670|Amalfi|84011|Italy|Fish/seafood|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.ristorantelidoazzurro.it/|134658|
7002|Lo Smeraldino|40.632259|14.597808|Amalfi|84011|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|http://www.ristorantelosmeraldino.it/|134659|
7003|Black Ant|40.725695|-74.059338|New York|10003|United States|Mexican,Mexican,Mexican,Mexican,Mexican,Mexican|a3a2eab3-de54-4388-894e-364e26911c3b||65|https://www.theblackantnyc.com/|134676|Bottomless brunch,Brunch,Child-friendly,Disabled access,Large tables a la carte,Modern/trendy
7004|The Grove Restaurant|-36.846502|174.761709|Auckland|1010|New Zealand|Local Cuisine|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.thegroverestaurant.co.nz|134678|
7005|Cocoro|-36.856390|174.740669|Auckland|1021|New Zealand|Asian fusion|ddd52726-f68f-460d-baf0-75d68b183581||65|http://cocoro.co.nz/|134679|
7006|Kazuya Restaurant|-36.863221|174.758667|Auckland|1010|New Zealand|Asian fusion|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.kazuya.co.nz/|134680|
7007|Roots Restaurant|-43.602752|172.720013|Christchurch|8082|New Zealand|Local Cuisine|ddd52726-f68f-460d-baf0-75d68b183581||65|https://www.rootsrestaurant.co.nz/|134681|
7008|Beirut|-36.846022|174.767835|Auckland|1010|New Zealand|Middle Eastern|ddd52726-f68f-460d-baf0-75d68b183581||65|http://www.beirut.co.nz/|134682|
7009|Antica Trattoria da Tito|43.781901|11.260288|Firenze|50129|Italy|Italian|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de||65|https://www.trattoriadatito.it/en/|134685|
7010|Harbour Lights|13.089945|-59.611353|St. Michael||Barbados|Caribbean|68604d47-0015-4e00-b078-5e7a1e9adefe||65|http://www.harbourlightsbarbados.com/|134686|
7011|The Cliff Beach Club|13.157161|-59.639205|St. James|BB24008|Barbados|Caribbean|68604d47-0015-4e00-b078-5e7a1e9adefe||65|http://www.thecliffbeachclub.com/BC/Default.asp|134687|
7012|Fish Pot Restaurant|13.271144|-59.648380|Other||Barbados|Fish/seafood|68604d47-0015-4e00-b078-5e7a1e9adefe||65|http://www.littlegoodharbourbarbados.com/|134688|
7013|Bahamian Club|25.848084|-78.360940|Paradise Island||Bahamas|Caribbean|bb0c0acd-05dd-47d8-9485-8790e195ab31||65|http://www.atlantisbahamas.com/dining/finedining/bahamianclub|134692|
7014|Xuma’s Restaurant and Bar|24.722121|-76.829538|Other||Bahamas|Local Cuisine|bb0c0acd-05dd-47d8-9485-8790e195ab31||65|http://highbournecaybahamas.com/xuma/|134693|
7015|Graycliff Restaurant|25.075836|-77.347735|Nassau||Bahamas|Caribbean|bb0c0acd-05dd-47d8-9485-8790e195ab31||65|http://www.graycliff.com/|134694|
7016|Sapodilla Restaurant|25.069827|-77.445878|Nassau||Bahamas|Caribbean|bb0c0acd-05dd-47d8-9485-8790e195ab31||65|http://www.sapodillabahamas.com/|134695|
7017|La Gabinoteca|40.438954|-3.764778|Madrid|28003|Spain|Gastropub,Gastropub,Gastropub,Gastropub|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.lagabinoteca.es/|134696|Al fresco area available,Large tables a la carte,Traditional,Modern/trendy
7018|Babelia|40.423457|-3.756323|Madrid|28001|Spain|Steak,Steak,Steak,Steak,Steak,Steak,Steak|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|https://babeliarestaurante.com|134699|Bottomless brunch,Brunch,Good for vegetarians,Large tables a la carte,Live music,Romantic,Modern/trendy
7019|El Perro y la Galleta|40.420491|-3.757403|Madrid|28009|Spain|Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.elperroylagalleta.com/|134703|Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Romantic,With a view
7020|Espacio 33|40.479333|-3.756697|Madrid|NA|Spain|Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.espacio33.es|134706|Bottomless brunch,Brunch,Disabled access,Large tables a la carte,Romantic,Traditional,With a view
7021|Juanita Cruz|40.458788|-3.752000|Madrid|28036|Spain|Gastropub,Gastropub,Gastropub,Gastropub|9cbbdced-21fa-4322-a91b-277d6642ed08|4|70|http://www.juanitacruz.com|134708|Disabled access,Large tables a la carte,Live music,Romantic
7022|Las Terrazas del Bendinat|39.532657|2.570780|Palma de Mallorca|07181|Spain|Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://www.hotelbendinat.es/|134710|Al fresco area available,Good for vegetarians,Large tables a la carte,Romantic,Traditional,With a view
7023|Zaranda|39.592397|2.477318|Palma de Mallorca|28010|Spain|Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://www.zaranda.es/|134711|Al fresco area available,Large tables a la carte,Award winning,Romantic,Tasting menu only,Modern/trendy
7024|Forn de Sant Joan|39.568887|2.642769|Palma de Mallorca||Spain|Spanish,Spanish,Spanish,Spanish|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://forndesantjoan.com|134712|Good for vegetarians,Large tables a la carte,Romantic,Modern/trendy
7026|PuroBeach Palma|39.535218|2.707467|Palma de Mallorca|07610|Spain|European,European,European,Modern European,Modern European,Modern European|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://www.purobeach.com/|134720|Al fresco area available,With a view,Modern/trendy,Al fresco area available,With a view,Modern/trendy
7027|Anima Beach Palma|39.563750|2.656094|Palma de Mallorca||Spain|Mediterranean,Mediterranean,Mediterranean,Mediterranean|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://animabeachpalma.com/|134721|Al fresco area available,Good for vegetarians,With a view,Modern/trendy
7028|Nassau Beach Club Palma|39.560971|2.664076|Palma de Mallorca|07181|Spain|Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://nassaubeach-palma.com/|134722|Al fresco area available,Good for vegetarians,Romantic,With a view,Modern/trendy
7029|Zhero Boathouse Magaluf|39.536378|2.511842|Palma de Mallorca|07181|Spain|Local Cuisine,Local Cuisine,Local Cuisine,Local Cuisine,Bar and Lounge,Bar and Lounge,Bar and Lounge,Bar and Lounge|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://www.zheroboathouse.com/|134723|Al fresco area available,Live music,With a view,Modern/trendy,Al fresco area available,Live music,With a view,Modern/trendy
7030|Nikki Beach Mallorca|39.504922|2.530168|Palma de Mallorca|07181|Spain|Bar and Lounge,Bar and Lounge,Bar and Lounge|9cbbdced-21fa-4322-a91b-277d6642ed08||65|http://www.nikkibeach.com/|134724|Al fresco area available,With a view,Modern/trendy
7031|Etsu|53.405368|2.993191|Liverpool|L2 0XJ|United Kingdom|Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.etsu-restaurant.co.uk/|134733|Vegan,Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic,Vegan,Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic,Vegan,Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic,Vegan,Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic
7032|Spire|53.389713|2.914579|Liverpool||United Kingdom|British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||90|http://spirerestaurant.co.uk/|134734|Disabled access,Good for vegetarians,Large tables a la carte,Romantic
7033|The Lawns Restaurant|53.315345|-3.052532|Liverpool|CH63 1JF|United Kingdom|Modern European,Modern European,Modern European,Modern European,Modern European,Modern European|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.thorntonhallhotel.com/restaurants/about-the-lawns-restaurant.html|134736|Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Ticketed restaurant
7034|Da Piero|53.352613|-3.118320|Liverpool|CH61 4UB|United Kingdom|Italian,Italian,Italian|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.dapiero.co.uk/|134738|Vegan,Good for vegetarians,Romantic
