id|name|latitude|longitude|city|postcode|country|cuisine|location_id|price_indicator|rating|website|vendor_id|tags
1|34 Restaurant|51.510516|-0.152572|London|W1K 2HD|United Kingdom|British,British,British,British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.34-restaurant.co.uk/|100002|Vegan,Bottomless brunch,Brunch,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,Traditional
2|Searcys Club   The Gherkin|51.514530|-0.080249|London|EC3A 8EP|United Kingdom|Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://searcys.co.uk/venues/the-gherkin/searcys-club-the-gherkin/|100003|Bottomless brunch,Brunch,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,With a view,Modern/trendy
3|Alain Ducasse at The Dorchester|51.507298|-0.152352|London|W1K 1QA|United Kingdom|French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||91|http://www.alainducasse-dorchester.com/|100016|Vegan,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional
4|Alyn Williams at The Westbury|51.511272|-0.142728|London|W1S 2YF|United Kingdom|British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1|4|95|http://www.alynwilliams.com/|100022|Disabled access,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available
5|Amaya|51.499191|-0.156935|London|SW1X 8LB|United Kingdom|Indian,Indian,Indian,Indian,Indian,Indian,Indian|27d9b687-31e6-4c4f-892a-508c51c365a1|4|70|http://www.amaya.biz|100023|Disabled access,Good for vegetarians,Halal,Large tables a la carte,Award winning,Private dining rooms available,Modern/trendy
6|Andrew Edmunds|51.513009|-0.136281|London|W1F 0LP|United Kingdom|French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.andrewedmunds.com|100028|Al fresco area available,Disabled access,Good for vegetarians,Large tables a la carte,Romantic,Traditional
8|Assaggi|51.513362|-0.194324|London|W2 4TS|United Kingdom|Italian,Italian,Italian,Italian,Italian|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.assaggi.co.uk/|100050|Child-friendly,Good for vegetarians,Large tables a la carte,Romantic,Traditional
9|Avenue|51.505744|-0.138464|London|SW1A 1EE|United Kingdom|North American|27d9b687-31e6-4c4f-892a-508c51c365a1||48|http://www.avenue-restaurant.co.uk|100057|
11|Bar Boulud London|51.502059|-0.160254|London|SW1X 7LA|United Kingdom|French,French,French,French,French,French,French,French,North American,North American,North American,North American,North American,North American,North American,North American|27d9b687-31e6-4c4f-892a-508c51c365a1||88|http://www.barboulud.com/london/|100074|Vegan,Brunch,Child-friendly,Good for vegetarians,Large tables a la carte,Private dining rooms available,Sharing plates,Traditional,Vegan,Brunch,Child-friendly,Good for vegetarians,Large tables a la carte,Private dining rooms available,Sharing plates,Traditional
12|Benares|51.509846|-0.145059|London|W1J 6BE|United Kingdom|Indian,Indian,Indian,Indian,Indian,Indian,Indian,Indian,Indian|27d9b687-31e6-4c4f-892a-508c51c365a1||85|http://www.benaresrestaurant.com/|100085|Vegan,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,Traditional
13|Bleeding Heart|51.519233|-0.106992|London|EC1N|United Kingdom|French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.bleedingheart.co.uk/|100101|
14|Bocca di Lupo|51.511602|-0.133910|London|W1D 7BB|United Kingdom|Italian,Italian,Italian,Italian,Italian,Italian,Italian|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://boccadilupo.com/|100109|Vegan,Disabled access,Good for vegetarians,Large tables a la carte,Pre/post theatre,Private dining rooms available,Romantic
15|Booking Office Restaurant & Bar|51.530982|-0.125911|London|NW1 2AR|United Kingdom|Bar and Lounge,Bar and Lounge,Bar and Lounge|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.bookingofficebar.com|100114|Disabled access,Large tables a la carte,Live music
16|Boundary Restaurant|51.524436|-0.076285|London|E2 7DD|United Kingdom|French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.theboundary.co.uk|100117|Al fresco area available,Child-friendly,Disabled access,Large tables a la carte,Private dining rooms available,Modern/trendy
17|C London|51.511201|-0.147776|London|W1K 3DQ|United Kingdom|Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.crestaurant.co.uk/home.php|100126|Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Traditional
18|Cecconi's Mayfair|51.510011|-0.140535|London|W1J 0QD|United Kingdom|Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.cecconis.co.uk/|100152|Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Traditional
19|Ceviche - Soho|51.513687|-0.131442|London|W1D 4RG|United Kingdom|South American,South American|27d9b687-31e6-4c4f-892a-508c51c365a1||65|https://www.cevichefamily.com/ceviche/ceviche-soho|100156|Good for vegetarians,Large tables a la carte
20|Chez Bruce|51.446038|-0.165642|London|SW17 7EG|United Kingdom|French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.chezbruce.co.uk/|100162|Disabled access,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Sharing plates,Tasting menu only
21|China Tang|51.507385|-0.152873|London|W1K 1QA|United Kingdom|Asian fusion,Asian fusion,Asian fusion,Chinese,Chinese,Chinese|27d9b687-31e6-4c4f-892a-508c51c365a1|4|91|http://www.chinatanglondon.co.uk/|100167|Halal,Large tables a la carte,Private dining rooms available,Halal,Large tables a la carte,Private dining rooms available
22|Clos Maggiore|51.511657|-0.124692|London|WC2E 8SB|United Kingdom|French,French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.closmaggiore.com/|100177|Vegan,Disabled access,Good for vegetarians,High end,Large tables a la carte,Pre/post theatre,Private dining rooms available,Romantic,Traditional,Modern/trendy
23|Corrigan's Mayfair|51.510106|-0.155351|London|W1K 7EH|United Kingdom|British,British,British,British,British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1|4|91|http://www.corrigansmayfair.co.uk|100189|Restaurant,Vegan,Child-friendly,Disabled access,Good for vegetarians,High end,Private dining rooms available,Romantic,Traditional,Ticketed restaurant
24|Crazy Bear Fitzrovia|51.519680|-0.134350|London|W1T 2RG|United Kingdom|Asian fusion,Asian fusion|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.crazybeargroup.co.uk/fitzrovia/|100195|Large tables a la carte,Modern/trendy
25|CUT at 45 Park Lane|51.506369|-0.151531|London|W1K 1PN|United Kingdom|North American,North American,North American,North American,North American,North American,North American,North American,Steak,Steak,Steak,Steak,Steak,Steak,Steak,Steak|27d9b687-31e6-4c4f-892a-508c51c365a1||91|https://www.dorchestercollection.com/en/london/45-park-lane/restaurant-bars/cut-at-45-park-lane/|100196|Bottomless brunch,Brunch,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,Bottomless brunch,Brunch,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic
26|Dean Street Townhouse|51.513477|-0.132367|London|W1D 3SE|United Kingdom|British,British,British,British,British,British,British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||91|http://www.deanstreettownhouse.com/restaurant|100205|Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Pre/post theatre,Private dining rooms available,Traditional
27|Dinner by Heston Blumenthal|51.502125|-0.159903|London|SW1X 7LA|United Kingdom|British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||96|http://www.dinnerbyheston.com|100212|Celebrity chef,Award winning,Private dining rooms available,With a view
28|Galvin at Windows|51.505554|-0.150166|London|W1K 1BE|United Kingdom|French|27d9b687-31e6-4c4f-892a-508c51c365a1||91|http://www.galvinatwindows.com/|100279|
29|Galvin la Chapelle|51.520173|-0.078147|London|E1 6DY|United Kingdom|French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|https://www.galvinrestaurants.com/section/61/1/galvin-la-chapelle|100280|Good for vegetarians,Large tables a la carte,Award winning,Romantic
30|Gaucho Broadgate|51.519434|-0.084114|London|EC2M 2PG|United Kingdom|South American,South American,South American,South American,South American,South American,South American,South American,South American,Steak,Steak,Steak,Steak,Steak,Steak,Steak,Steak,Steak|27d9b687-31e6-4c4f-892a-508c51c365a1||46|http://www.gauchorestaurants.co.uk/restaurants/restaurant.php?id=broadgate|100285|Al fresco area available,Brunch,Child-friendly,Disabled access,Large tables a la carte,Private dining rooms available,Romantic,Sharing plates,Traditional,Al fresco area available,Brunch,Child-friendly,Disabled access,Large tables a la carte,Private dining rooms available,Romantic,Sharing plates,Traditional
31|Gauthier Soho|51.512719|-0.131399|London|W1D 5AF|United Kingdom|French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.gauthiersoho.co.uk/|100288|Good for vegetarians,Large tables a la carte,Private dining rooms available,Traditional
32|Goodman Mayfair|51.513015|-0.142184|London|W1S 1QH|United Kingdom|North American,North American,Steak,Steak|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.goodmanrestaurants.com|100295|Disabled access,Large tables a la carte,Disabled access,Large tables a la carte
33|The Greenhouse|51.507804|-0.148917|London|W1J 5NY|United Kingdom|French,French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|http://www.greenhouserestaurant.co.uk/|100301|Vegan,Al fresco area available,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional
34|Hakkasan Hanway Place|51.517188|-0.131665|London||United Kingdom|Chinese,Chinese,Chinese,Chinese,Chinese,Chinese|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|http://www.hakkasan.com/hanwayplace/|100309|Restaurant,Good for vegetarians,Award winning,Private dining rooms available,Modern/trendy,Ticketed restaurant
35|Hakkasan Mayfair|51.510287|-0.144986|London|W1J 6QB|United Kingdom|Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|http://hakkasan.com/mayfair/|100310|Restaurant,Vegan,Good for vegetarians,Award winning,Private dining rooms available,Romantic,Sharing plates,Traditional,Ticketed restaurant
36|Hawksmoor Seven Dials|51.513398|-0.125771|London|WC2H 9JG|United Kingdom|British,British,British,British,British,British,Steak,Steak,Steak,Steak,Steak,Steak|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://thehawksmoor.com/locations/seven-dials|100319|Child-friendly,Disabled access,Large tables a la carte,Pre/post theatre,Romantic,Traditional,Child-friendly,Disabled access,Large tables a la carte,Pre/post theatre,Romantic,Traditional
37|Helene Darroze at The Connaught|51.510201|-0.149533|London|W1K 2AL|United Kingdom|French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.the-connaught.co.uk/mayfair-restaurants/helene-darroze/|100321|Vegan,Celebrity chef,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Romantic,Traditional
38|Hawksmoor Guildhall|51.515511|-0.090919|London|EC2V|United Kingdom|British,British,Steak,Steak|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://thehawksmoor.com/locations/guildhall|100322|Disabled access,Large tables a la carte,Disabled access,Large tables a la carte
40|Hawksmoor Spitalfields|51.521356|-0.075826|London|E1 6BJ|United Kingdom|British,British,British,British,British,British,British,Steak,Steak,Steak,Steak,Steak,Steak,Steak|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://thehawksmoor.com/locations/spitalfields|100339|Vegan,Disabled access,Large tables a la carte,Private dining rooms available,Romantic,Sharing plates,Traditional,Vegan,Disabled access,Large tables a la carte,Private dining rooms available,Romantic,Sharing plates,Traditional
41|Hush|51.513073|-0.145887|London|W1S 1EY|United Kingdom|Modern European,Modern European,Modern European,Modern European,Modern European|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.hush.co.uk|100341|Al fresco area available,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available
42|Il Baretto|51.518263|-0.154360|London|W1U 7HF|United Kingdom|Italian,Italian,Italian,Italian,Mediterranean,Mediterranean,Mediterranean,Mediterranean|27d9b687-31e6-4c4f-892a-508c51c365a1||75|http://ilbaretto.co.uk/|100346|Al fresco area available,Good for vegetarians,Large tables a la carte,Traditional,Al fresco area available,Good for vegetarians,Large tables a la carte,Traditional
43|J Sheekey|51.510896|-0.127798|London|WC2N 4AL|United Kingdom|British,British,British,British,British,British,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood,Fish/seafood|27d9b687-31e6-4c4f-892a-508c51c365a1||85|http://www.j-sheekey.co.uk/|100362|Al fresco area available,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Al fresco area available,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic
44|Kai Mayfair|51.508769|-0.151505|London|W1K 2QU|United Kingdom|Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.kaimayfair.co.uk/kai/kaihome.html|100369|Vegan,Disabled access,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Sharing plates,Traditional
45|Koffmann’s|51.502023|-0.156330|London|SW1X 7RL|United Kingdom|French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.the-berkeley.co.uk/knightsbridge-restaurants/koffmanns/|100379|
47|La Petite Maison London|51.512608|-0.146267|London|W1K 4EG|United Kingdom|French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://lpmlondon.co.uk/|100405|Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,High end,Romantic
48|La Poule au Pot|51.490979|-0.152564|London|SW1W 8UT|United Kingdom|French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.pouleaupot.co.uk/|100407|Al fresco area available,Disabled access,Large tables a la carte,Private dining rooms available,Romantic,Traditional
49|La Trompette|51.491902|-0.256015|London||United Kingdom|French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.latrompette.co.uk/|100413|Award winning,Private dining rooms available,Traditional
50|Langan's Brasserie|51.507103|-0.143456|London|W1J|United Kingdom|British,British,British,British,British,British,British,British,British,French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://langansbrasserie.com/|100416|Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Traditional,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Traditional
51|Launceston Place|51.499187|-0.185365|London|W8 5RL|United Kingdom|British,British,British,British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|http://www.launcestonplace-restaurant.co.uk/|100419|Restaurant,Vegan,Disabled access,Good for vegetarians,Private dining rooms available,Romantic,Tasting menu only,Traditional,Ticketed restaurant
52|Le Caprice|51.506585|-0.140470|London|SW1A 1RD|United Kingdom|Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.le-caprice.co.uk/|100426|Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Romantic,Traditional
53|Le Gavroche|51.511254|-0.155167|London|W1K 7QR|United Kingdom|French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.le-gavroche.co.uk/|100430|Vegan,Celebrity chef,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional
54|Locanda Locatelli|51.515163|-0.157244|London||United Kingdom|Italian,Italian,Italian,Italian,Italian,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.locandalocatelli.com/|100450|Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Traditional,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Traditional
55|Marcus|51.502079|-0.156093|London|SW1X 7RL|United Kingdom|British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||90|http://www.marcus-wareing.com|100469|Celebrity chef,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Traditional
57|Maze|51.512378|-0.150967|London|W1K 6JP|United Kingdom|Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion|27d9b687-31e6-4c4f-892a-508c51c365a1||85|https://www.gordonramsayrestaurants.com/maze/|100478|Vegan,Celebrity chef,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Vegan,Celebrity chef,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic,Vegan,Celebrity chef,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Private dining rooms available,Romantic
58|Gordon Ramsay Bar & Grill Mayfair|51.512278|-0.150843|London|W1K 6JP|United Kingdom|Steak,Steak,Steak|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|https://www.gordonramsayrestaurants.com/maze-grill-mayfair/|100479|Child-friendly,Large tables a la carte,Private dining rooms available
59|Meatliquor London|51.515495|-0.148484|London|W1G 0BA|United Kingdom|North American,North American,North American|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.meatliquor.com/london/|100484|Large tables a la carte,Romantic,Sharing plates
60|Murano|51.507120|-0.147228|London|W1J 5PP|United Kingdom|Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.muranolondon.com|100502|Vegan,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional
61|Nobu London Berkeley Street|51.508440|-0.143281|London|W1J|United Kingdom|Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion|27d9b687-31e6-4c4f-892a-508c51c365a1||85|http://www.noburestaurants.com/london-berkeley-st/experience/introduction/|100514|Vegan,Child-friendly,Disabled access,Good for vegetarians,Private dining rooms available,Romantic,Sharing plates,Traditional,Vegan,Child-friendly,Disabled access,Good for vegetarians,Private dining rooms available,Romantic,Sharing plates,Traditional,Vegan,Child-friendly,Disabled access,Good for vegetarians,Private dining rooms available,Romantic,Sharing plates,Traditional,Vegan,Child-friendly,Disabled access,Good for vegetarians,Private dining rooms available,Romantic,Sharing plates,Traditional
62|Nobu London Old Park Lane|51.505078|-0.150113|London|W1K 1LB|United Kingdom|Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.noburestaurants.com/london/experience/introduction/|100515|Vegan,Business lunch,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,Traditional,With a view,Vegan,Business lunch,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,Traditional,With a view,Vegan,Business lunch,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,Traditional,With a view,Vegan,Business lunch,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Private dining rooms available,Romantic,Traditional,With a view
63|Novikov Asian|51.507627|-0.142923|London|W1J 8HA|United Kingdom|Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion|27d9b687-31e6-4c4f-892a-508c51c365a1||85|http://www.novikovrestaurant.co.uk/|100520|Vegan,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Live music,Romantic,Traditional
64|Opera Tavern|51.512467|-0.120356|London|WC2B 5JS|United Kingdom|Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|http://www.operatavern.co.uk/|100528|Bottomless brunch,Brunch,Disabled access,Good for vegetarians,Large tables a la carte,Pre/post theatre,Romantic,Sharing plates,Traditional,Bottomless brunch,Brunch,Disabled access,Good for vegetarians,Large tables a la carte,Pre/post theatre,Romantic,Sharing plates,Traditional
65|Oxo Tower Restaurant and Brasserie|51.508342|-0.108202|London|SE1 9PH|United Kingdom|Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European,Modern European|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.harveynichols.com/restaurants/oxo-tower-london/oxo-tower-london-restaurant|100535|Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,High end,Large tables a la carte,Live music,Romantic,With a view
66|Petersham Nurseries|51.446328|-0.301329|London||United Kingdom|British,British,British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://petershamnurseries.com/|100551|Vegan,Al fresco area available,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Romantic,Sharing plates
67|Pétrus|51.499569|-0.156756|London|SW1X 8EA|United Kingdom|British,British,British,British,British,British,British,British,British,French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1|4|90|https://www.gordonramsayrestaurants.com/petrus/|100553|Vegan,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional,Vegan,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional
68|Pied à Terre|51.519070|-0.135151|London|W1T 2NH|United Kingdom|French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.pied-a-terre.co.uk/|100554|Good for vegetarians,Large tables a la carte,Award winning,Pre/post theatre,Private dining rooms available
69|Pollen Street Social|51.513334|-0.142377|London|W1S 1NQ|United Kingdom|British,British,British,British,British,British,British,British,British,British,British|27d9b687-31e6-4c4f-892a-508c51c365a1||90|http://www.pollenstreetsocial.com/|100565|Vegan,Bottomless brunch,Brunch,Celebrity chef,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic
70|Restaurant Gordon Ramsay|51.485411|-0.162044|London|SW3 4HP|United Kingdom|French,French,French,French,French,French,French,French,French|27d9b687-31e6-4c4f-892a-508c51c365a1|5|85|https://www.gordonramsayrestaurants.com/restaurant-gordon-ramsay/|100590|Vegan,Celebrity chef,Disabled access,Good for vegetarians,High end,Large tables a la carte,Award winning,Private dining rooms available,Romantic
71|The River Cafe|51.484025|-0.224268|London|W6 9HA|United Kingdom|Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Italian,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean,Mediterranean|27d9b687-31e6-4c4f-892a-508c51c365a1||90|http://www.rivercafe.co.uk/rc_page.php|100613|Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional,With a view,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Award winning,Private dining rooms available,Romantic,Traditional,With a view
72|Roka Charlotte Street|51.519018|-0.135489|London|W1T 1RR|United Kingdom|Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Asian fusion,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese BBQ,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion,Japanese Fusion|27d9b687-31e6-4c4f-892a-508c51c365a1|5|90|https://www.rokarestaurant.com/restaurant/roka-charlotte-street/|100620|Restaurant,Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic,Ticketed restaurant,Restaurant,Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic,Ticketed restaurant,Restaurant,Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic,Ticketed restaurant,Restaurant,Vegan,Al fresco area available,Bottomless brunch,Brunch,Child-friendly,Disabled access,Good for vegetarians,Large tables a la carte,Mid range,Romantic,Ticketed restaurant
73|Scalini|51.495960|-0.164834|London|SW3 2JD|United Kingdom|Italian,Italian,Italian,Mediterranean,Mediterranean,Mediterranean|27d9b687-31e6-4c4f-892a-508c51c365a1||65|http://www.scalinilondon.co.uk/|100639|Good for vegetarians,Large tables a la carte,Traditional,Good for vegetarians,Large tables a la carte,Traditional
