id|name|geoname_id|ivector_connect_geo_level_id|ivector_connect_id|ivector_connect_unique_code|administrative_subdivision|country
d7bb0c84-5c32-4970-b9e5-9b8161dbcb26|Sukagawa|2110959|2|9631|W2LPQE|Fukushima-ken|Japan
f850eee8-bebb-4755-8c13-ef4ef58d6811|Aberdeen||2|10787|LL403S|State of New South Wales|Australia
8ebac9f1-312e-4fcb-8cb9-f1bc8cfc9bcd|Elmalı|315697|2|2705|QQXB5J|Antalya|Turkey
ec5814fd-ff76-4128-b98e-fe5eb61263df|Sant Antoni de Portmany||2|3397|TRHG7U||Spain
232a36a6-3264-4de0-a3a3-961ac7cd2211|Bayfield||2|10185|LS08M1|Ontario|Canada
f3153a1b-27f3-4a39-bac8-41ec403102c6|Kranj|3197378|2|1145|EUTTJ9|Kranj|Slovenia
74a2f2f0-ef2b-4049-9828-30a24476fbd8|Velika Gorica|3188244|2|3740|QLW35A|Zagreb County|Croatia
224ed0f3-895e-4a74-b07b-53a4f83f9404|Aberdeen||2|10091|FQRSGZ|North Carolina|United States
b0deeb18-908e-4d53-9bb2-c058d506962e|Basse-Terre|3579732|2|3588|41QWJX|Guadeloupe|Guadeloupe
444c9f6c-6d85-4496-aad3-92419db1270e|Altinova||2|10581|LHIJCX||Turkey
914552e2-6436-43c7-a5fe-6519f55c0499|Šuto Orizare|833258|2|5756|1S8U9F|Šuto Orizari|Macedonia
2d4d7eff-0bcb-46bb-80c0-d3614d756561|Esquipulas|3595783|2|3682|R4E76X|Departamento de Chiquimula|Guatemala
bcf08f77-acce-4048-81e4-b6e937ae27f7|Wang Saphung|1605102|2|2378|NZFKBQ|Changwat Loei|Thailand
3aae544b-cfef-447a-b449-eec9afb9ada0|Benin City|2347283|2|193|C7XJA0|Edo|Nigeria
29025b30-0b8d-4a59-a0d0-a1e5c7cdd944|Salihli|302043|2|2612|6UZ71Y|Manisa|Turkey
8ba81ad3-d602-49f6-8d76-058f1ae2a40d|Lewiston|5598538|2|6394|K94MAU|Idaho|United States
eed72ea3-12e6-4018-bf00-b824189e28d0|Calvia||2|3371|CD5R99||Spain
42f62b0f-1bc2-4816-bd5d-21e45e273d1b|Harrison Hot Springs||2|8322|EK8X30|British Columbia|Canada
3f565186-a9cf-44d6-9804-3f011f8905ed|Ciudad del Este|3439101|2|712|YTCKRP|Departamento del Alto Paraná|Paraguay
84099064-19b7-48df-82cf-20f6537e6fe3|Portland|5746545|2|6426|HGKE7G|Oregon|United States
18dd5b6e-7651-4543-9417-893a2432f84f|Tavernier||2|8652|T38U48|Florida|United States
44fbaaec-081a-4e23-a011-f056ca95f1ab|Chuncheon|1845136|2|5529|UPATMK|Gangwon-do|South Korea
faf74fef-b148-44fe-8ede-bdfa633947e9|Marlborough||2|8542|GEICU9|England|United Kingdom
edd11905-9270-4bef-afa6-c4e197cab9b9|Kohima|1266366|2|4006|9I0H3G|State of Nāgāland|India
bbe8b362-3a13-4ad3-a9b1-9d012c2b76b8|Florence|5294902|2|6384|OV1AXI|Arizona|United States
dd12907c-23a8-4efa-81d2-b58773e0070b|Cuito|3348078|2|91|DS4LJU|Província do Bié|Angola
f5833c5a-ac43-4cad-801b-f09253be843f|McMinnville|5739936|2|6422|NVWMYM|Oregon|United States
03052dbf-f129-45e3-bc53-e353e774f424|Payson||2|8238|4GXBL4|Arizona|United States
e32c0311-59bd-4b79-89d5-621bb2c41ec5|Kunming|1804651|2|1815|GE430T|Yunnan Sheng|China Mainland
ce922913-a080-404d-a4d4-8590416df643|Nashville|4644585|2|4950|1MI1OO|Tennessee|United States
ee58b44e-415d-4e23-8d8c-94605d567852|Granada|3619136|2|228|UN6Z8L|Departamento de Granada|Nicaragua
ee4977c5-d7d1-42e2-b783-0f808eabe379|Blagoveshchensk|2026609|2|1004|ILOV1P|Amurskaya Oblast’|Russia
0070dcb3-43ec-4118-8db9-a039de749fd2|Nanping|1799846|2|1804|GW8ASQ|Fujian Sheng|China Mainland
ae3a4d41-887c-46d4-9712-f780c3f4cb3a|Tunis|2464470|2|2543|X0WG5Q|Gouvernorat de Tunis|Tunisia
2b3b0ca5-29b5-4aa5-8eec-fc2191710f0d|Loudon||2|10005|KNT681|New Hampshire|United States
7cccd469-2609-4501-9228-1374d9796778|Ludvika|2693759|2|1095|AB3UOC|Dalarna|Sweden
ad72ca32-9644-4c93-96e8-37d79d3b4283|Cuautepec de Hinojosa|3529989|2|5935|IW6KCL|Estado de Hidalgo|Mexico
d138ef7f-cd23-486e-a923-e225ce6b9b92|Tozeur|2464648|2|2544|WQMGU8|Gouvernorat de Tozeur|Tunisia
58a58e7d-de73-42ea-a15c-661c7d2f60dd|Falkenberg|2715573|2|1128|KOE1NF|Halland|Sweden
d18d3352-0af1-43ae-a386-3e73cb3ace01|Nganjuk|1634131|2|3904|N3VJB3|Jawa Timur|Indonesia
bfad2d6f-9fef-48f1-81e5-d2ab0fcefa72|Salem||2|9774|2R9H0Q|Massachusetts|United States
e80b1627-991b-42de-8c43-393887b79f9e|Aydın|322830|2|2755|MU4UN1|Aydın|Turkey
05dfd506-2854-48a6-81d4-28e257bbed1e|Louth||2|8474|12DDRG|England|United Kingdom
8cb69bdd-5d38-4a34-8d20-8ebc48f99b59|Winder|4231523|2|4816|B0C245|Georgia|United States
b216e814-30ef-46f9-98bd-a4ec913ef254|Dodecanese Islands||2|9057|T4HVNH||Greece
c8ba28a5-7889-4633-9470-31a9acf58c63|New Castle||2|9737|LATJR2|Maine|United States
4f83674d-c5d0-46b1-bc15-66f0cdb704c9|Brovary|711390|2|3119|IS7BMY|Kyiv Oblast|Ukraine
0bece971-b481-4e5c-b3dd-cc785bde7d09|Todos Santos||2|9811|4H4YAE||Mexico
5ab7c3e4-62da-4819-b55c-7099e0b2d826|Sudak|692315|2|2990|Q4LLE3|Republic of Crimea|Ukraine
1ed257c9-c93e-4f26-b7a8-24e7409092b8|Grays|2648182|2|4705|X4Q5XG|England|United Kingdom
e875ee46-e9f1-43c9-923c-fa15dc5ff93e|Drome||2|8734|H2CJJT||France
2b21a244-b665-4f53-966e-3d3ebe7e20d5|Kikuchi|1859492|2|9259|2DL8F9|Kumamoto|Japan
1272ef7b-b70a-4852-8e97-5e37c457a67b|Koronadal|1708522|2|381|8JL7IX|Soccsksargen|Philippines
c890f00b-06a9-4db9-aeae-b3fc6df0ea81|San José Pinula|3589977|2|3649|ZJ3ZLA|Departamento de Guatemala|Guatemala
5c91120b-28dd-40e6-b525-541440f1dd4d|Wa|2294206|2|3558|NAF923|Upper West Region|Ghana
86b2ad7a-1237-4adc-94b6-87bb367b984d|Sâmraông|1825093|2|5480|I4K6YI|Ŏtâr Méanchey|Cambodia
3751ca72-02e5-4de6-9ff1-c9ebbb57997d|Atherton||2|10425|XP0SJL|State of Queensland|Australia
aa0a7919-ed52-4613-bff8-bf45af2f2478|Cabo Frio||2|1556|GAZMP5||Brazil
da0cabdd-f3dd-4da8-aa10-a8554bccfb8e|Caernarfon||2|10626|TPIGTC|Wales|United Kingdom
e3914a17-f564-45b6-9fe6-fc46b03fee6d|Alba Iulia|686578|2|834|2UJLUR|Judeţul Alba|Romania
37e8ad30-66f9-494d-88dc-6b45c3ed0d9d|Daugavpils|460413|2|5634|98A0G9|Daugavpils municipality|Latvia
2f1c141b-b318-476c-b284-f5e5ebb9acf2|Sault Sainte Marie||2|9859|ANM3B4|Michigan|United States
ad1ddd0d-a2cd-4237-adf3-d3beeed68616|Gerede|746940|2|2853|OEQXD0|Bolu|Turkey
cf5da040-fd16-482c-967d-19f205879c78|Mount Vernon|5804127|2|6439|UX68XO|Washington|United States
057ce305-6b36-42cf-a19d-4f5486bff179|Carlsbad|5460459|2|6365|D1BLRE|New Mexico|United States
74f4d2cf-9029-44df-b8ee-918a9e89d2d8|Tumba|2667094|2|1066|BERA8Y|Stockholm|Sweden
c59f1b45-566b-4c5c-81e9-815257b2fd87|Toba|1850345|2|5373|7C70OO|Mie-ken|Japan
cc2ba962-c9ca-41e8-a3eb-4b2c72037d38|Lake Jackson||2|10605|BYAFJ3|Virginia|United States
2d6afee8-ac5c-4203-8995-0ca6c2ac0743|Şimleu Silvaniei|667101|2|740|6E87JI|Judeţul Sălaj|Romania
f59efce1-c692-41b1-af24-59556d491f67|Erdemli|315515|2|2701|OYRHAL|Mersin|Turkey
2aa1c48f-72d9-4184-9478-c1f9478ebf58|Avellino|3182650|2|5325|GYDBKD|Campania|Italy
a3a50027-0692-4857-951e-31e9320b8406|Huizhou|1806776|2|1828|J810YX|Guangdong Sheng|China Mainland
8870c823-d4f1-4b69-b343-4761e1f2c20e|Oleiros||2|3390|YQKMG1||Spain
2a85dfc8-37e2-408f-b45c-4a16d08abd1f|Athlone||2|9194|1F1O9X||Ireland
8c751fff-a059-4116-8527-5903c18e3e5a|Pereyaslav-Khmel’nyts’kyy|697637|2|3021|EOWKC1|Kyiv Oblast|Ukraine
17b3c959-dffc-43d5-9f50-42c00e93741f|Novopokrovskaya|518325|2|919|ZAGFPU|Krasnodarskiy Kray|Russia
c779e45c-3977-4045-a7a8-0a6c3d719ee9|Šibenik|3190941|2|3746|V1U5QR|Šibensko-Kninska Županija|Croatia
0a13ab79-2ccf-4ce8-bcb2-19687592a0d8|Quibdó|3671116|2|1882|UCKZSO|Departamento del Chocó|Colombia
7b7e1f70-de4d-4f1d-b381-8c0c314f0972|Marathon||2|8647|H8XMJM|Florida|United States
9771add5-2b27-4a6f-9d96-c33bcd8088a6|Salima|924055|2|5834|VGWB6B|Central Region|Malawi
4054e562-14ec-4a7d-9060-5cf7f70298aa|Khmelnytskyi|706369|2|3078|9MUJ1M|Khmel’nyts’ka Oblast’|Ukraine
a048c713-c070-4cd9-88e5-bcc32ab021e4|Llandrindod||2|10616|2BWLN2|Wales|United Kingdom
e30b51fd-c53b-4950-803a-05ec85ff66a1|Luebo|210939|2|1620|MMVUK0|Kasai District|Democratic Republic of the Congo
cb907f2c-1a43-4818-8d93-bedb7b2b905a|Móng Cái|1574507|2|4370|CVIPA6|Tỉnh Quảng Ninh|Vietnam
a250d093-bb5f-482e-aafd-f100481b339c|Zaječar|784024|2|841|E3OI5Q|Central Serbia|Serbia
c0e5625f-c4bd-43ee-a755-954ea0dd1afc|Vovchans’k|689304|2|2976|SLJLHW|Kharkivs’ka Oblast’|Ukraine
160ed8c1-daa5-45ea-a5de-f0033891d33b|Mulu||2|7515|P61DR0||Malaysia
8e3f3806-e077-4527-af84-3d97997bb389|Bata|2310046|2|3591|8MTX78|Provincia de Litoral|Equatorial Guinea
f8d8e09b-fee2-47a1-b514-d8d9cabc13c0|Raleigh|4487042|2|4895|EXY7S4|North Carolina|United States
671c7963-da6c-49ad-83b2-b6b0b87cffd8|Rancho Mirage||2|10813|UVZNER|California|United States
698c67eb-b838-4588-8506-262e182638da|Banyuwangi|1650077|2|3949|YR09VT|Jawa Timur|Indonesia
33af7e50-aede-44fe-a148-3acb10bcc985|Zurich|2657896|2|1660|NLFKJO|Kanton Zürich|Switzerland
67535a8b-ee5b-4c92-9660-8111cb5c4b9f|Koga|1859093|2|9558|PD4Y0K|Ibaraki|Japan
21407610-f109-49c6-a4f6-eeb7ed489d25|Redwood City|5386834|2|6326|ZPOACY|California|United States
4206835a-f88b-49bc-b441-d929bef3db1f|Platteville||2|9711|66A5JL|Louisiana|United States
6d8f4dcb-2955-4e57-9d17-83e0caaa612e|Dorohoi|679065|2|793|QTL6QR|Judeţul Botoşani|Romania
ceb7e46f-40de-4b8d-b501-6e783b01b14a|Waterton Park||2|8224|PRWEM9|Alberta|Canada
93517fec-3fd8-42ac-8777-9e45a1d7cf27|Mandalgovi|2030065|2|5801|BCM2GE|Dundgovĭ Aymag|Mongolia
38c992b2-7eda-404f-a212-de0edc318144|Farnborough||2|8499|663SRT|England|United Kingdom
caa6fbed-4415-4241-941a-3ba40c462db1|Ixtlán del Río|4004267|2|6016|G0JY2B|Estado de Nayarit|Mexico
6bbad1f6-f008-4d5a-bc2a-c82d1a9ebfd2|Minna|2330100|2|6162|5GWXTB|Niger State|Nigeria
05c97578-c43d-4aa3-b29d-6b476b9b94de|Pinsk|623549|2|1589|0409NW|Brest Oblast|Belarus
c39613f2-d4b9-4704-a077-13fc0141f8fe|Charata|3861678|2|1233|W1LBNL|Chaco Province|Argentina
39d8b704-4b84-4e24-929f-b3adef61f628|Kashiwa|1859924|2|9517|MPFZA0|Chiba-ken|Japan
6c120808-8875-46c5-af7e-5faa37ffe0ec|Esch-sur-Alzette|2960596|2|5622|UPANU1|Canton d'Esch-sur-Alzette|Luxembourg
a06d16c1-a00d-4db7-b141-e91eb0abc868|Neuquén|3843123|2|1205|CIHAOX|Neuquén Province|Argentina
4675a2c8-af23-44f8-91a6-db74bbdeb68a|Hayward||2|8409|YIYQR3|California|United States
b4d11687-2538-43b7-8e83-2cb5cf306da1|Canberra|2172517|2|4535|HI6YND|Australian Capital Territory|Australia
c70ead30-d36b-4f9b-8177-dda46358c18e|Hernando|4429589|2|4864|5AF0Y3|Mississippi|United States
3f792aa6-d779-4807-adb0-ce42f8ef15e3|Warehamh||2|9778|86V5RE|Massachusetts|United States
168fe94f-f119-4038-a302-f9c609bf6dfc|Basrah|99532|2|4075|XPXOQ5|Muḩāfaz̧at al Başrah|Iraq
be5e7971-761d-42b2-9233-8a1b90cd1e88|Belaya Glina|578169|2|971|OZZWM1|Krasnodarskiy Kray|Russia
f0fcec95-cbf9-4846-a164-faf01de1d899|Guararema|3461871|2|1489|3NJ4HO|São Paulo|Brazil
05c9b71d-d0e5-4f7c-8ac1-e23483858968|Kisvárda|718739|2|3780|TZCE73|Szabolcs-Szatmár-Bereg|Hungary
056fd86c-e301-4efe-83ed-02132c6a71c5|Końskie|768218|2|528|1URXWR|Województwo Świętokrzyskie|Poland
861e03f6-7303-4527-95c3-e84c04f8c8f5|Río Cauto|3542167|2|1941|VYUSTM|Provincia Granma|Cuba
4f498a07-9559-4033-bd81-4d1854fc9a4d|Wautoma||2|10676|JSVQEP|Wisconsin|United States
83ca586b-7dfd-4a23-99d6-835aad8e1378|St Paul||2|8204|57S4WW|Alberta|Canada
528be913-4bac-4cd1-85d3-9ce75d28dc9b|Qufu||2|10918|399SPR||China Mainland
3f224452-61b2-49ec-963a-72f980017af4|Chittagong|1205733|2|1322|JTRX8B|Chittagong|Bangladesh
8513f34b-3df2-462e-b0b2-a019839db0a6|La Chorrera|3707961|2|315|E40HFN|Panamá Oeste|Panama
653c34b9-0af8-4eb3-8751-1d08e1f014ff|Maurepas||2|8748|JBNKR2||France
dda3d60f-3a83-4325-99ba-f702e0214a96|La Paz|4000900|2|6011|IIPG43|Estado de Baja California Sur|Mexico
e9dc83e8-76ed-4879-9901-e89b8d97860c|Weilheim An Der Teck||2|8951|LUKZRV||Germany
0dbde994-f9cd-44be-b083-acd6c13ec3bf|Somerset||2|10013|LLS19I|New Jersey|United States
b29ed70d-8c1b-4936-8fe6-1be72919593f|Fort Nelson||2|8337|SECEYB|British Columbia|Canada
f759536e-a788-4c11-9fe3-c45b835eaee7|Maryville|4639848|2|4946|S9I16M|Tennessee|United States
d407c848-00dc-42ee-94ab-c187ea00b48f|Derry|2643736|2|4619|0KIJOD|Northern Ireland|United Kingdom
b674a222-0e1e-4839-835b-6dad246fc2fc|Steady Brook||2|10077|772AVN|Newfoundland and Labrador|Canada
c2de7531-c24c-4d26-b848-8b41b8b2d692|Boryspil’|711660|2|3121|WASHGT|Kyiv Oblast|Ukraine
9e937147-11bc-4a8f-a699-f9b0f27ff537|Tal’ne|691936|2|2985|X84T6R|Cherkas’ka Oblast’|Ukraine
f28c3002-8e95-406d-b32c-c7d8a0410eab|Smolyan|727030|2|1366|W3D2KW|Oblast Smolyan|Bulgaria
1ffbc3f5-5631-4fd7-bd24-0219b2d05794|Aalborg|2624886|2|2134|U2QDD5|North Denmark Region|Denmark
9b370691-c25a-4ee9-a183-2bd1fa1ce0c3|Norfolk|4776222|2|6522|PE7T72|Virginia|United States
31db8c3a-fe79-424c-b779-6743b2fc0a62|Wiernsheim||2|8830|1P9E3G||Germany
5d328d2f-377c-4fb5-b88a-e6ff446f8434|Rēzekne|456202|2|5628|FLHG2A|Rēzekne|Latvia
885f5717-4569-4471-ac19-bd93d384be7d|Brandon||2|9763|LG92TX|Manitoba|Canada
aa5e0fd3-b8e9-422e-8a0c-326af9c8803b|Puerto Vallarta||2|7540|M91NZ9||Mexico
f8f8079c-937e-4bda-aaf0-2f6124d81f85|Juist||2|8969|ODYM6T||Germany
03e15f32-e113-4ccc-bbf5-23090f3500ce|Miyakonojō|1856775|2|9405|DOJLUF|Miyazaki|Japan
fddd6298-92be-41e2-b0b7-73655ddd7dd1|Arlington||2|10860|F50KQV|Texas|United States
9bf1b4cb-17f1-43e2-ac82-fc1ca6f69b7b|Portales||2|10022|53P00Q|New Mexico|United States
51243726-a2cf-42e7-ba1b-fd78dd774d63|Petapa|3591415|2|3659|ZZ7M27|Departamento de Guatemala|Guatemala
80d57070-4775-4824-8924-c531ba6c2363|Venezuela|3534432|2|1924|EQ2G9O|Provincia de Ciego de Ávila|Cuba
7fbaba46-7a5a-4b87-9406-fbbb11d2aecf|Wildwood Crest||2|10018|WCH9G1|New Jersey|United States
5fb24e44-1c4a-45af-80f4-f2a9e68795df|Benguela|3351663|2|93|UXADK6|Benguela|Angola
bf084ea5-95ab-4a7b-9119-a1cf04ca3272|Milas|304355|2|2630|23VYZ0|Muğla|Turkey
0266ea83-f516-44f8-9893-719850570bd9|Ille-et-Villaine||2|8739|HH5N3Z||France
7493f6d8-f908-45d8-9a47-b9822d9edb63|Ponce|4566880|2|647|5OESLV|Ponce Municipio|Puerto Rico
a329313c-5554-45bf-856e-b5528d378006|Tarumizu|1850589|2|9584|R75VLR|Kagoshima-ken|Japan
1f8ab4ac-280d-45c2-97bb-c6bafdcefc06|Al Khārijah|360923|2|3293|OL6M1M|Muḩāfaz̧at al Wādī al Jadīd|Egypt
a20be175-09f9-44cf-9f21-3a105ee2f841|St. Thomas||2|10986|PKQ4QN||U.S. Virgin Islands
b55009c7-2bdd-4097-8dc6-7c1f934f4191|Guacara|3640465|2|4302|23G0KQ|Estado Carabobo|Venezuela
7cf381b7-a0ac-4189-b162-b3f46c510954|Ōme|1854162|2|9547|OFMXEP|Tokyo Prefecture|Japan
5db8bee0-8325-43c8-bc51-5b71e2797113|West Springfield||2|9777|7UYM4V|Massachusetts|United States
3e4fdac8-0981-4653-910d-03c31a33519b|Ramos Arizpe|3991043|2|5993|7CIRRK|Estado de Coahuila de Zaragoza|Mexico
fa6bcb47-272c-421a-9c12-73953433a958|Pīshvā|120972|2|4127|CE6VSZ|Ostān-e Tehrān|Iran
af38a17a-7558-40d4-8f22-68ee13528be2|Kazo|1859586|2|9412|E26D1S|Saitama-ken|Japan
2d828415-338e-4ae9-97aa-4ad9fe241d20|Dhaka|1185241|2|1320|RR7M89|Dhaka Division|Bangladesh
2e0d90fe-4660-4b70-a72a-79faa293c808|Sonoma||2|10857|W0X8AM|California|United States
ce2a3f2d-9d76-43bd-bd82-0f15237b83b1|Baton Rouge|4315588|2|4818|RLPQ71|Louisiana|United States
7ed5051d-9c1e-46a0-9727-711a717a6b9b|Pembroke||2|10187|MSNNN8|Ontario|Canada
e51676ac-e6e8-4ac6-aaa7-d00b180646c6|St. George's Bay||2|10826|P0NTIS||Malta
4d9b0cc3-d47c-4bc7-9cb8-a4698b1b973c|Terre Haute|4265737|2|5107|UQXHF0|Indiana|United States
ac0b49f3-557d-450e-a098-b26401efbaea|Warwick|2634725|2|4639|UURODS|England|United Kingdom
551c58c2-1908-49c1-bb4c-05615ea59826|Makurdi|2331140|2|6164|2LUJXG|Benue State|Nigeria
7400241d-f9b1-402f-abae-c8c2625f0de3|Kandahār|1138336|2|29|CQV40R|Kandahār|Afghanistan
96dcd45f-bece-4b0c-afa5-1e3115dc90d5|Scotch Corner||2|8596|QQ7A8J|England|United Kingdom
8a14a5a5-53cc-4dd2-a771-37664cc218e6|Nago|1856068|2|9343|93RRI3|Okinawa|Japan
f62eb093-0ea9-48b0-ab94-a1d83c76ce81|Zamora|3649959|2|3242|HRUF07|Provincia de Zamora-Chinchipe|Ecuador
b48c63c8-6f80-418c-a75b-919b0d4b28af|Çarşamba|749704|2|2871|L702VC|Samsun|Turkey
7f2dc81b-f67d-4363-9c89-93c1054f9536|Okehampton||2|8567|KWLYMW|England|United Kingdom
27e37422-ddd8-4d39-989a-2f53e296c261|Artesia||2|10748|ZV5IVH|New Mexico|United States
403e5bcf-af62-4f50-b67f-7609d5073a19|Mérida|3632308|2|4287|HY3TYW|Estado Mérida|Venezuela
ba444a81-60e1-495f-a9c1-44b8a9be028d|Kazan|551487|2|951|SQ8OF4|Tatarstan|Russia
f023e31b-a0dd-44e0-ad36-795631826c18|Overland Park||2|10886|63O7E8|Kansas|United States
40904dc1-9fc9-46e8-8e36-9a30060e21af|Yelenendorf|584716|2|1276|SR05MO|Goygol Rayon|Azerbaijan
a97ca7c9-ca6a-4bab-a7cc-ef4ecd8ef892|Dijon|3021372|2|3490|EU5ZET|Bourgogne-Franche-Comté|France
b90095fe-064a-42d8-bc5b-1c3fd63488c6|Les Avanchers-Valmorel||2|8690|5YM0OR||France
515d1906-78f5-4315-a3c3-555932439b75|Kisi|2334327|2|6178|YK0AMP|Oyo State|Nigeria
c1872257-1999-4768-a2c3-11056622c079|Strasbourg|2973783|2|3444|36EHXP|Grand-Est|France
8389465a-de9d-4b7a-a35f-ce5c5ee11bfd|Larne|2644849|2|4621|LZCK21|Northern Ireland|United Kingdom
a5913880-1110-41dc-94c0-bc44e98df78d|Doba|2433437|2|2308|31Q8F3|Logone Oriental Region|Chad
ac4a0fbb-e21d-421b-96f0-82172130bbb6|Cascais||2|10255|GTZHSG||Portugal
15c47f7d-99ca-4e36-9cd0-1f39425194fb|Mui Ne||2|10728|3TNVXP||Vietnam
1e95edf3-69fd-4bd4-be1b-e949e8ff34de|Edinburgh|2650225|2|4607|VIVRGD|Scotland|United Kingdom
670cb4e3-00b3-43c9-ab89-a4560b07e675|Carlow|2965768|2|3975|GYD89J|Leinster|Ireland
6680b78c-d51f-4c2e-b0ff-5f497019ef6a|Summersville||2|10660|BLJV7L|West Virginia|United States
9811feab-4e5c-46ae-b83a-d34ecbc967e8|Prato|3169921|2|5268|JW3783|Toscana|Italy
94f70dee-0990-4f22-9a8e-5e0920b97f48|Yangirabot|1512348|2|4226|E6GITX|Navoiy Province|Uzbekistan
896b9f6f-e275-491f-aeb4-96fe546a78c9|Ayacucho|3947019|2|344|TX4VE3|Ayacucho|Peru
2a9e16f1-723c-465a-b693-dc14a823fd1f|Honfleur||2|8788|V2TREI||France
5580b818-d042-4273-86e5-7fffdfa8a6cc|Caacupé|3439320|2|714|W81C9U|Departamento de la Cordillera|Paraguay
2873dcab-ac0a-4684-a4d1-fee09a410095|Cape York Peninsula||2|10409|GI2V4A|State of Queensland|Australia
14ebe7d8-ce0f-4e06-98d5-027bbb326849|Wang Nam Yen|1605119|2|2380|SZVRJA|Changwat Sa Kaeo|Thailand
c1baa9c5-c95a-4b9b-b316-0a8ee37f9665|Moncton||2|9989|6B3YPS|New Brunswick/Nouveau-Brunswick|Canada
1a337c1b-d72e-403c-a1f0-7a87750d7154|Semarang|1627896|2|3877|EMV1A3|Provinsi Jawa Tengah|Indonesia
1aa76f4b-c972-4622-9f92-3b2e79b69ebd|Newport|2641599|2|4682|3RHX1Q|England|United Kingdom
83e3e6cb-9849-4b27-87f4-6d46a7e64836|Al Hindīyah|99344|2|4070|0AW845|Muḩāfaz̧at Karbalā’|Iraq
5df90f76-9394-480c-a238-fc9674bbadb8|Tashkent|1512569|2|4230|1K71KR|Toshkent Shahri|Uzbekistan
a6c7d21d-f388-4aa1-b9d0-89abdf5a7534|Eyre Peninsula||2|10431|9330K6|State of South Australia|Australia
d4503efa-18e6-49fb-8710-03b71c5a56f2|Calgary||2|4538|G74KAW|Alberta|Canada
b2258d0c-c11a-4991-a329-0132c907dbd5|Rosemary Beach||2|8649|L0OOV9|Florida|United States
27e5d392-12e0-4d04-945b-1240a7d917b8|Haverhill||2|9780|A32ZBB|Massachusetts|United States
d5c6ace1-2b2f-4877-9f08-3cd98968151e|Stromboli||2|9230|UDY38Y||Italy
9af168cb-5e25-443f-8fcf-6290eee2f4d8|Leioa||2|3393|O5A71O||Spain
e2d7ba10-98b7-40cf-80bd-0032e4b81dda|Usulután|3582883|2|2236|2E8M7Q|Departamento de Usulután|El Salvador
d160cbdb-c312-4fe9-8ba6-8efcdafa0046|Sumaré|3447259|2|1445|XPITD4|São Paulo|Brazil
2458bd02-f54d-4d4a-8f57-0255c9e4d495|Novo Mesto|3194351|2|1142|0OGR77|Mestna Občina Novo mesto|Slovenia
2b245dd5-140b-4ecf-a460-18dbf23528a1|Milton|6074377|2|4557|C4JZMR|Ontario|Canada
dee4415c-381b-4557-814e-b6f2681c3635|Quad Cities||2|10737|2FP73X||United States
e06c09c2-210d-47ce-90d8-90506747fce2|Aghsu|587361|2|1297|K6RK8O|Aghsu Rayon|Azerbaijan
f0f92224-f59c-4f07-a6dd-7ca47d2caf53|Van Horn||2|10555|JF1JDJ|Texas|United States
f5eaf1cc-73ac-470f-b31b-215d2d167896|Watford||2|8477|1W0ZH8|England|United Kingdom
0c624a9e-8f8b-4a2d-9c68-1956b3250525|Panaji|1260607|2|3998|ZOZD0Z|Goa|India
cc1a46ff-dbcf-4f26-8fa6-2633b6cc9380|Culebra||2|11035|5RAFBG||Puerto Rico
dfbcd683-2078-4791-8d42-bfae779e216a|Soma|300371|2|2593|DQPKFN|Manisa|Turkey
c1852c6f-e2b1-4c1e-b951-2c09ead733ab|Pullman||2|10647|N34XFI|Washington|United States
67b95680-ef2c-4c47-bd19-260b9c6e0a89|Eastland||2|10546|F600T2|Texas|United States
6692a2d4-43b0-4cd7-a986-ee5b4eed427b|Saki|694910|2|3007|AVQEYY|Republic of Crimea|Ukraine
55afe24d-bedd-417c-a549-077daff58502|Reynosa|3520339|2|5887|F2I71X|Estado de Tamaulipas|Mexico
46d12a21-a39b-4f9e-9116-fa30299bf598|Willstaett||2|8958|MU35J0||Germany
ee00d871-e949-4352-b57b-f2d7afd8a358|Anderson|4917592|2|5110|NV0KKP|Indiana|United States
de4b7336-32ba-4ee0-9e95-5e7b4d912ce2|Huntsville|4699540|2|4978|Q4GRLW|Texas|United States
ca79b4c3-d7bb-4d1c-9b2a-588627aaf60a|Wildschoenau||2|8284|Q21X3P||Austria
50fa43f2-13b9-4716-993e-5851003d5af4|Michoacan||2|9812|4RV30D||Mexico
8bbc949d-ac45-4882-8bf3-c5ab32d58815|Miyoshi|1856698|2|9297|4S30IV|Hiroshima-ken|Japan
0fc11074-1b4f-4835-b5e7-9c44bf72ad10|Zahedan|1159301|2|5215|TK5RB4|Sistan and Baluchestan|Iran
9f58d4b7-2b50-461f-a43d-179522ce4f65|Adrar|2508813|2|3241|KL1EJR|Adrar|Algeria
2143a4c2-b04a-4c99-8bec-31d7ad5a2fab|Sanming|1796663|2|1792|GIKAQH|Fujian Sheng|China Mainland
8e89e150-b267-4fe1-9138-c4d84f2be4ad|Artvin|751817|2|2888|RY1ON5|Artvin|Turkey
a35d589f-4664-4252-af7e-3f735b6814c1|Erbaa|747489|2|2861|I4E7SM|Tokat|Turkey
562c17c1-2241-460b-ae67-1b0c51058adb|Fort Davis||2|10574|Z6IOHX|Texas|United States
2bfaec79-7095-43c8-b3cf-725ba3a65e6b|San Miguel|3583446|2|2242|LL8SAG|Departamento de San Miguel|El Salvador
383dd20a-72c3-4330-870a-ceaec7d2871e|Sawang Daen Din|1606350|2|2400|L2X0EG|Changwat Sakon Nakhon|Thailand
