id|name|benefit_code|restaurant_id
794|Book tables unavailable to the public|REF667|3414
794|Book tables unavailable to the public|REF667|1379
794|Book tables unavailable to the public|REF667|1901
794|Book tables unavailable to the public|REF667|7533
794|Book tables unavailable to the public|REF667|4461
794|Book tables unavailable to the public|REF667|8560
794|Book tables unavailable to the public|REF667|1904
794|Book tables unavailable to the public|REF667|8054
794|Book tables unavailable to the public|REF667|3447
794|Book tables unavailable to the public|REF667|376
794|Book tables unavailable to the public|REF667|3449
794|Book tables unavailable to the public|REF667|2938
794|Book tables unavailable to the public|REF667|3452
794|Book tables unavailable to the public|REF667|4484
794|Book tables unavailable to the public|REF667|4998
794|Book tables unavailable to the public|REF667|3463
794|Book tables unavailable to the public|REF667|904
794|Book tables unavailable to the public|REF667|4487
794|Book tables unavailable to the public|REF667|3462
794|Book tables unavailable to the public|REF667|5517
794|Book tables unavailable to the public|REF667|7055
794|Book tables unavailable to the public|REF667|3473
794|Book tables unavailable to the public|REF667|8086
794|Book tables unavailable to the public|REF667|6039
794|Book tables unavailable to the public|REF667|3479
794|Book tables unavailable to the public|REF667|2457
794|Book tables unavailable to the public|REF667|409
794|Book tables unavailable to the public|REF667|4509
794|Book tables unavailable to the public|REF667|3487
794|Book tables unavailable to the public|REF667|4512
794|Book tables unavailable to the public|REF667|1954
794|Book tables unavailable to the public|REF667|8098
794|Book tables unavailable to the public|REF667|6564
794|Book tables unavailable to the public|REF667|4516
794|Book tables unavailable to the public|REF667|2982
794|Book tables unavailable to the public|REF667|3496
794|Book tables unavailable to the public|REF667|2473
794|Book tables unavailable to the public|REF667|7078
794|Book tables unavailable to the public|REF667|7595
794|Book tables unavailable to the public|REF667|1448
794|Book tables unavailable to the public|REF667|7087
794|Book tables unavailable to the public|REF667|955
794|Book tables unavailable to the public|REF667|1980
794|Book tables unavailable to the public|REF667|3516
794|Book tables unavailable to the public|REF667|5566
794|Book tables unavailable to the public|REF667|7101
794|Book tables unavailable to the public|REF667|2496
794|Book tables unavailable to the public|REF667|6079
794|Book tables unavailable to the public|REF667|3517
794|Book tables unavailable to the public|REF667|7099
794|Book tables unavailable to the public|REF667|7109
794|Book tables unavailable to the public|REF667|6598
794|Book tables unavailable to the public|REF667|7623
794|Book tables unavailable to the public|REF667|8139
794|Book tables unavailable to the public|REF667|972
794|Book tables unavailable to the public|REF667|7629
794|Book tables unavailable to the public|REF667|4043
794|Book tables unavailable to the public|REF667|2002
794|Book tables unavailable to the public|REF667|6612
794|Book tables unavailable to the public|REF667|6102
794|Book tables unavailable to the public|REF667|993
794|Book tables unavailable to the public|REF667|7139
794|Book tables unavailable to the public|REF667|2021
794|Book tables unavailable to the public|REF667|999
794|Book tables unavailable to the public|REF667|1513
794|Book tables unavailable to the public|REF667|4074
794|Book tables unavailable to the public|REF667|5101
794|Book tables unavailable to the public|REF667|7662
794|Book tables unavailable to the public|REF667|1007
794|Book tables unavailable to the public|REF667|2544
794|Book tables unavailable to the public|REF667|7661
794|Book tables unavailable to the public|REF667|7666
794|Book tables unavailable to the public|REF667|6638
794|Book tables unavailable to the public|REF667|7156
794|Book tables unavailable to the public|REF667|7669
794|Book tables unavailable to the public|REF667|4086
794|Book tables unavailable to the public|REF667|7671
794|Book tables unavailable to the public|REF667|6646
794|Book tables unavailable to the public|REF667|1017
794|Book tables unavailable to the public|REF667|5110
794|Book tables unavailable to the public|REF667|7675
794|Book tables unavailable to the public|REF667|2033
794|Book tables unavailable to the public|REF667|7678
856|Book through us to secure preferential seating|REF683|8565
800|Enjoy preferential access|REF673|5120
800|Enjoy preferential access|REF673|6146
800|Enjoy preferential access|REF673|6147
800|Enjoy preferential access|REF673|5123
800|Enjoy preferential access|REF673|2055
800|Enjoy preferential access|REF673|6153
800|Enjoy preferential access|REF673|2064
800|Enjoy preferential access|REF673|2068
800|Enjoy preferential access|REF673|4117
800|Enjoy preferential access|REF673|5145
800|Enjoy preferential access|REF673|2074
800|Enjoy preferential access|REF673|2077
800|Enjoy preferential access|REF673|2080
800|Enjoy preferential access|REF673|4130
800|Enjoy preferential access|REF673|5156
800|Enjoy preferential access|REF673|4135
800|Enjoy preferential access|REF673|2088
800|Enjoy preferential access|REF673|5171
800|Enjoy preferential access|REF673|5172
800|Enjoy preferential access|REF673|5173
800|Enjoy preferential access|REF673|6201
800|Enjoy preferential access|REF673|6202
800|Enjoy preferential access|REF673|2112
800|Enjoy preferential access|REF673|5186
800|Enjoy preferential access|REF673|6212
800|Enjoy preferential access|REF673|5190
800|Enjoy preferential access|REF673|6216
800|Enjoy preferential access|REF673|6219
800|Enjoy preferential access|REF673|2124
800|Enjoy preferential access|REF673|6220
800|Enjoy preferential access|REF673|2123
800|Enjoy preferential access|REF673|2127
800|Enjoy preferential access|REF673|2125
800|Enjoy preferential access|REF673|5200
800|Enjoy preferential access|REF673|6226
800|Enjoy preferential access|REF673|2139
800|Enjoy preferential access|REF673|6242
800|Enjoy preferential access|REF673|5222
800|Enjoy preferential access|REF673|6247
800|Enjoy preferential access|REF673|6251
800|Enjoy preferential access|REF673|5227
800|Enjoy preferential access|REF673|5228
800|Enjoy preferential access|REF673|2158
800|Enjoy preferential access|REF673|1133
800|Enjoy preferential access|REF673|6256
800|Enjoy preferential access|REF673|1134
800|Enjoy preferential access|REF673|6258
800|Enjoy preferential access|REF673|1140
800|Enjoy preferential access|REF673|5237
800|Enjoy preferential access|REF673|6262
800|Enjoy preferential access|REF673|5238
800|Enjoy preferential access|REF673|6264
800|Enjoy preferential access|REF673|1141
800|Enjoy preferential access|REF673|5240
800|Enjoy preferential access|REF673|6269
800|Enjoy preferential access|REF673|5246
800|Enjoy preferential access|REF673|6272
800|Enjoy preferential access|REF673|5248
800|Enjoy preferential access|REF673|1154
800|Enjoy preferential access|REF673|1155
800|Enjoy preferential access|REF673|6276
800|Enjoy preferential access|REF673|2181
800|Enjoy preferential access|REF673|6277
800|Enjoy preferential access|REF673|2183
800|Enjoy preferential access|REF673|1157
800|Enjoy preferential access|REF673|6281
800|Enjoy preferential access|REF673|6282
800|Enjoy preferential access|REF673|6283
